CATEGORIA,PREGUNTA,RESPOSTA,DATA
Art i literatura,Quina paraula es va incorporar a l’ús quotidià procedent del títol d’una revista que es va publicar a l’estat espanyol entre 1917 i 1998?,Tebeo,13/05/2025
Temes valencians,"Quin xativí, que té un edifici amb el seu nom en la seua ciutat, va ser un jueu convers que va morir a la foguera en 1506 després de ser condemnat per la Inquisició?",Lluís Alcanyís,20/05/2025
Esports,"Quins dos clubs esportius van rebre un dels seus malnoms en la dècada de 1970, un per contractar jugadors de Sud-amèrica i l’altre per contractar jugadors del nord d’Europa?",Atlètic de Madrid (Indios) i Reial Madrid (Vikingos),20/05/2025
Història,Quin personatge històric va utilitzar des de 1901 un pseudònim que fa referència a un riu de 4.294 kilòmetres de llargària?,Lenin,20/05/2025
Ciència,"Quin compost químic, anió monovalent l’olor del qual només pot ser detectat per persones amb un gen recessiu associat al cromosoma X, té un nom que remet a un color?",Cianur,20/05/2025
Cine i música,"Quina artista, que es va fer popular per una cançó publicada en 2001, té un nom real que només tenen vora 500 persones en tot l’estat espanyol?",Melody,20/05/2025
Cine i música,"Quin grup musical, format en 1990, va prendre el seu nom a partir de la persona que des de 1973 acompanyava Los Payasos de la Tele en el programa infantil El gran circo de TVE?",Sr. Chinarro,20/05/2025
Ciència,"A més de Rybelsus i Wegovy, quin és el nom comercial més conegut de la semaglutida, que va ser aprovada per a ús mèdic per la Unió Europea en 2018?",Ozempic,20/05/2025
Història,"Quin país ja desaparegut, un dels òrgans de govern més important del qual era el Consell dels Deu, va existir durant exactament 1.100 anys i tenia aquesta bandera?",Sereníssima República de Venècia,20/05/2025
Història,"Quin personatge històric va batejar el seu cavall amb un nom que significa «cap de bou», suposadament per la considerable amplària del seu front?",Alexandre el Gran,26/05/2025
Ciència,"Quin era el cognom de les germanes Stéphanie i Caroline, propietàries d’un hotel a França on en 1889 crearen unes postres per error posant la massa per damunt d’unes pomes que havien cuinat?",Tatin,26/05/2025
Art i literatura,"Quina deïtat, segons Lucà un dels tres deus de la nit juntament amb Esus i Taranis, era molt mencionada en una creació literària publicada per primera vegada en 1959?",Tutatis,26/05/2025
Cine i música,"Per quin país europeu passava, procedent de Turquia, l’heroïna que arribava als EUA en una trama de narcotràfic que tingué lloc en les dècades de 1960 i 1970 i que apareix en una pel·lícula de 1971?",França,26/05/2025
Esports,"Quin equip esportiu, format per Abe Saperstein en 1929, va ser creat a Chicago però porta al seu nom un barri d’una altra ciutat?",Harlem Globetrotters,26/05/2025
Temes valencians,"Amb quin nom, que podria tenir un origen en el mot occità «rural» o en l’àrab, es coneix un tipus de construcció característic de la Marina Alta que s’utilitza per resguardar de la humitat i la pluja el raïm que s’està assecant per fer panses?",Riurau,26/05/2025
Ciència,"Quina substància, creada en principi per combatre les plagues al camp, va acabar en mans del dictador Bruteztrausen segons es relata en una història publicada en 1969?",Sulfat atòmic,26/05/2025
Història,"Quina paraula en italià, de la qual es té constància almenys des del segle XIX, té una traducció al valencià que coincideix amb el títol d’una pel·lícula d’Elia Kazan que en Amèrica Llatina es va traduir com a «Nido de ratas»?",Omertà,26/05/2025
Miscelània,"Quina marca, el nom de la qual combina el cognom del seu creador i una paraula en italià, té un logo on es veuen la muntanya Matterhorn i l’animal que apareix a l’escut de la ciutat on va ser fundada en 1908?",Toblerone,10/06/2025
Temes valencians,Amb el nom de quin animal es va conèixer a Castelló l’epidèmia de grip espanyola de 1918 que va deixar vora 2.000 persones mortes i 68.000 contagiades en tota la província?,Panderola,10/06/2025
Miscelània,"En honor a quin personatge històric es va anomenar l’os de peluix al món anglosaxó, pel fet que aquell va rebutjar disparar un d’aquests animals durant una cacera?",Theodore Roosevelt,10/06/2025
Ciència,"Quina tipologia de vehicle, popularitzat a partir de la segona meitat del segle XX i característic per un element anomenat ape hanger, rep el seu nom perquè els seus propietaris llevaven elements superflus per fer el vehicle més lleuger i estilitzat?",Chopper,10/06/2025
Ciència,Quina invenció va dissenyar Vincent Connare per a Microsoft en 1996 inspirant-se en una arma d’assetjament medieval?,Trebuchet,10/06/2025
Geografia,Quina és l’única lletra de l’alfabet que no apareix en el nom de cap dels estats dels EUA?,Q,10/06/2025
Història,"En quina ciutat espanyola vivien al segle XV dos arquebisbes anomenats Alonso de Fonseca, oncle i nebot, el primer dels quals va ocupar l’arquebisbat de Santiago durant un temps i després va disputar amb el seu nebot l’arquebisbat de la seua ciutat natal?",Johannesburg,10/06/2025
Esports,"Què tenien en comú Geoff Bent, Roger Byrne, Eddie Colman i Tommy Taylor, que van morir en el mateix succés el 6 de febrer de 1958 a Múnic?",Eren jugadors del Manchester United,10/06/2025
Cine i música,"Quina sèrie de televisió, emesa des de 2017, ha fet famosa una frase en llatí que es podria traduir com «no deixes que els malnascuts et facen pols»?",El conte de la criada,17/06/2025
Temes valencians,El nom de quina localitat de la comarca dels Serrans apareix en la denominació d’una empresa de transports creada en 1925 i que connectava València amb el Racó d’Ademús?,Chelva,17/06/2025
Ciència,"La pell de quin animal s’utilitzava de manera habitual des de finals del segle XVIII en el comerç fronterer dels EUA, fet que va donar lloc a la denominació col·loquial d’un objecte quotidià?",Cèrvol (buck),17/06/2025
Esports,"Amb quin esportista va protagonitzar un incident Matthew Simmons el 25 de gener de 1995, pel qual va ser multat amb 500 lliures?",Eric Cantona,17/06/2025
Cine i música,En quin tipus d’establiment treballava un amic de dos joves britànics anomenats Neil i Chris que havien format mesos abans una banda de música anomenada West End?,Tenda de mascotes (Pet Shop Boys),17/06/2025
Ciència,"Quin procés químic, que pot tindre variants anomenades VAT, HTST i UHT, porta el nom de la persona que el va descobrir en 1864?",Pasteurització,17/06/2025
Geografia,Quins són els dos únics estats sobirans africans que només tenen frontera terrestre amb un altre estat sobirà?,Gambia i Lesoto,17/06/2025
Història,Ordeneu cronològicament aquests reis perses,Cir II el Gran (600 aC) - Xerxes I (519 aC) - Darios III (380 aC),17/06/2025
Geografia,Classifiqueu aquests estats sobirans segons si la franja diagonal de la seua bandera és ascendent o descendent d’esquerra a dreta,"Ascendent - Congo, Tanzània; Descendent - Brunei, Trinidad i Tobago",24/06/2025
Temes valencians,"Quin esdeveniment de la ciutat de València, molt popular en samarretes en la dècada de 1990, va fer el seu centenari en l’any 2024?",Volta a peu,24/06/2025
Ciència,Quin personatge d’un còmic de 1986 s’anomenava com una tècnica que s’utilitza en psicologia des de 1921 i que està basada en imatges amb simetria bilateral?,Test de Rorschach,24/06/2025
Esports,"En quina ciutat, que dona nom a una coneguda marca de cervesa, i que en llengua ainu significa «gran riu sec», va tindre lloc un important esdeveniment esportiu en 1972?",Sapporo,24/06/2025
Art i literatura,"Quin artista, admirat pel rei Felip II, va prendre el nom pel qual és conegut de la capital de l’actual província de Brabant del Nord?",El Bosco,24/06/2025
Història,"Quins dos municipis de l’estat espanyol, separats per uns 7 kilòmetres, formen part d’una dita popular que podria tindre el seu origen en un borratxo que va caure a un rierol que hi ha entre ambdós pobles?",Pinto i Valdemoro,24/06/2025
Ciència,"Quina malaltia, situada en el quart lloc en mortalitat entre les malaties tropicals desateses, va ser batejada en honor del metge brasiler que la va descriure per primera vegada en 1909?",Chagas,24/06/2025
Miscelània,"En quina platja començà la invasió dels EUA de l’illa de Cuba en 1898, que posteriorment donà nom a una famosa beguda popularitzada en el bar Floridita de L’Havana?",Daiquirí,24/06/2025
