CATEGORIA,PREGUNTA,RESPOSTA,DATA
Temes valencians,"Quin municipi valencià, anomenat com el cognom d’un comerciant que va instal·lar fàbriques i tallers a finals del segle XVIII, tenia fins a 2022 un rècord a nivell de tot l’estat espanyol?",Emperador,15/04/2025
Ciència,Quina planta de la família Apiaceae va tindre una importància decisiva en un fet que va tindre lloc el 15 de febrer de l’any 399 aC?,Cicuta,15/04/2025
Art i literatura,Ordeneu cronològicament aquests premis obtinguts per Mario Vargas Llosa,Príncep d'Astúries (1986) - Planeta (1993) - Cervantes (1994) - Nobel (2010),15/04/2025
Geografia,"Quina àrea geogràfica, situada en Nicaragua i Honduras, té actualment el nom d’un animal tot i que etimològicament el seu nom deriva del d’una tribu indígena?",Costa de Mosquitos,22/04/2025
Cine i música,Relacioneu aquests personatges de La vida de Brian amb el membre dels Monty Python que els interpreta,Brian - Graham Chapman; Loretta - Eric Idle; Ponci Pilat - Michael Palin; Reg - John Cleese,22/04/2025
Història,"Quin país, deshabitat fins al segle XVIII, és l’últim dels estats sobirans de l’actualitat en tindre presència de l’ésser humà?",Seychelles,22/04/2025
Art i literatura,"Quin era el cognom de Miss Belinda, una dona que apareixia en la coberta d’un llibre de 1906 de l’humorista Gelett Burgess, i que ha passat des d’aleshores a l’argot del món editorial per denominar les frases promocionals que acompanyen els llibres?",Blurb,22/04/2025
Ciència,"Quina peça de roba, reinventada pel genovès Carlos Ficcardi en 1974 inspirant-se en les que utilitzaven els indis tupí al Brasil, està relacionada amb un concepte que al món anglosaxó es coneix com a «cua de balena»?",Tanga,22/04/2025
Esports,Quina marca tailandesa de begudes energètiques patrocina des de 2017 una competició esportiva que es va disputar per primera vegada en la temporada 1960-61 i on participen 92 equips de dos països?,Carabao,22/04/2025
Temes valencians,Quin és el cognom de la família que en 1930 va encarregar a l’arquitecte Cayetano Borso di Carminati la construcció d’un complex industrial als afores de València que va ser reobert en 2017 amb una funció completament diferent?,Gens,22/04/2025
Ciència,"Quina síndrome, de la qual només hi ha un cas documentat en tota la història, va rebre el seu nom a partir del títol d’una pel·lícula de 1983?",Zelig,29/04/2025
Geografia,"Quin territori, considerat regió administrativa especial, té un nom que significa «port fragant» en la seua llengua, per la transparència de les aigües que l’envolten?",Hong Kong,29/04/2025
Cine i música,"Quina sèrie, emesa entre 1955 i 1989, el títol de la qual conté el nom artístic del seu creador, va popularitzar una composició de 1963 de Boots Randolph anomenada «Yakety Sax»?",The Benny Hill Show,29/04/2025
Cine i música,Ordeneu cronològicament aquestes pel·lícules de la saga Transformers,Revenge of the Fallen (2009) - Dark of the Moon (2011) - Age of Extinction (2014) - Rise of the Beasts (2023),29/04/2025
Temes valencians,"Quina localitat de la Marina Baixa és coneguda per ser pràcticament l’únic lloc del País Valencià on es parla català salat, d’influència del mallorquí?",Tàrbena,29/04/2025
Esports,"Quin recinte esportiu a l’estat espanyol va rebre el seu nom per estar ubicat als terrenys d’unes germanes, però canviant una lletra del cognom d’aquestes per un procés de hiatofòbia?",Las Gaunas,29/04/2025
Ciència,Quina és l’activitat dels vora 31.000 membres d’una associació que enguany arriba al seu centenari i que a l’estat espanyol té aquest logo?,Radioaficionats,29/04/2025
Ciència,"Quin terme, utilitzat en psicologia, procedeix del títol d’una obra de teatre que va ser adaptada al cine, entre altres, per George Cukor en 1944?",Llum de gas,6/05/2025
Geografia,Digueu quatre de les cinc fronteres terrestres més llargues del món entre estats sobirans,"Canadà-EU,; Rússia-Kazajstan, Argentina-Xile, Mongòlia-Xina, Rússia-Xina",6/05/2025
Història,"Amb quin exònim coneixem Hayastan, un estat sobirà actual de menys de tres milions d’habitants que va ser el primer país a adoptar el cristianisme com a religió oficial en l’any 301?",Armènia,6/05/2025
Miscelània,"Amb quina marca s’associa un personatge en blanc i negre creat a finals de la dècada de 1980 per Joanna Ferrone i Sue Rose, inspirat en un cambrer amic d’aquesta?",7 Up,6/05/2025
Temes valencians,"Quin és el cognom més comú en la comarca dels Ports, que és també el nom d’un coll de muntanya d’aquella comarca, d’uns 1.000 metres, i que travessa la serra de la Vallivana?",Querol,6/05/2025
Ciència,Quin orde d’insectes pterigots hemimetàbols aquàtics rep el seu nom comú en referència a la curta duració del seu cicle vital?,Efímeres,6/05/2025
Miscelània,En honor de quina religiosa benedictina anglesa del segle VIII se celebra cada 30 d’abril a Europa central una festivitat d’origen pagà que també és el títol d’una pel·lícula de terror de Paul Naschy de 1971?,Walpurgis,6/05/2025
Art i literatura,"Quina editorial espanyola, especialitzada en literatura infantil, té el mateix nom que una paraula que el diccionari defineix com una «sopa que es fa a bord d’un vaixell amb trossos de galetes quan escassegen els aliments»?",Kalandraka,13/05/2025
Temes valencians,"De quina pel·lícula de l’any 1976 pren el seu nom el festival Benson Señora, que ha tingut lloc en València el passat cap de setmana?",Un cadàver als postres,13/05/2025
Miscelània,Relacioneu aquests personatges de Duolingo amb la seua imatge,"1-Bea, 2-Lucy, 3-Zari, 4-Lily",13/05/2025
Esports,"Quin terme, aplicat al futbol, té el seu origen en la selecció suïssa dirigida per Karl Rappan en la dècada de 1930 i 1940?",Catenaccio,13/05/2025
Geografia,"Digueu tres dels quatre estats sobirans que formen part de l’aliança QUAD, que es va iniciar en l’any 2007","EUA, Japó, Índia, Austràlia",13/05/2025
Ciència,"Quin animal, el nom del qual significa «espina buida», va aparèixer fa vora 400 milions d’anys i es creia extint fins que es va trobar un exemplar viu en 1938?",Celacant,13/05/2025
Ciència,"Quina paraula, del camp de la física de partícules, rep el seu nom gràcies a Murray Gell-Mann, que es va inspirar en una frase del llibre Finnegan’s Wake de James Joyce?",Quark,13/05/2025
Ciència,"La figura de quin animal, de mida natural i mòbil, es troba al jardí d’una casa del carrer Huttenstrasse 9 de Zúric, on va viure un il·lustre habitant entre 1921 i 1926?",Gat,20/05/2025
Història,"Contràriament a la creença popular, quina paraula no té el seu origen en el cognom d’un personatge històric, sinó en un mot llatí que significa «terra de llauradors» o «assentament»?",Colonitzar,20/05/2025
Ciència,"Quin instrument musical, el nom del qual significa «puça saltadora», té el seu antecedent directe en el cavaquinho portuguès?",Ukelele,20/05/2025
Cine i música,"Quin tema, polèmic en el moment del seu llançament en 1975, abordava la cançó més exitosa en llistes de la cantant country Loretta Lynn?",Píldora anticonceptiva,20/05/2025
Esports,"Quina selecció defensaven Jerry, Wilson i Jhony Palacios en Sud-àfrica 2010, l’única vegada que tres germans han jugat la mateixa edició de la Copa del Món de futbol?",Hondures,20/05/2025
Temes valencians,Classifiqueu aquests carrers de València segons siguen reals o inventats,"Reals - Caiu, Remolcador, Cuirassat, Fragata; Inventats - Destructor, Portaavions",20/05/2025
Geografia,"Quina formació muntanyosa d’una illa europea té el mateix nom, llevant-li una lletra, que una altra formació muntanyosa situada uns 1.200 kilòmetres més al sud?",Penins,20/05/2025
Temes valencians,Relacioneu aquests municipis d’Alacant amb la denominació que tingueren durant uns mesos en la Segona República i l’inici de la Guerra Civil,Jesús Pobre - Mongolia; Sant Vicent del Raspeig - Floreal; Sant Joan d’Alacant - Villa Rusia; Sant Fulgenci - Ucrania del Segura,26/05/2025
Història,"Amb quin malnom, que va canviar en 2014, es va fer més conegut Rafael Sebastián Guillén Vicente, qui va treballar uns mesos al Corte Inglés de Barcelona i que es va donar a conèixer l’1 de gener de 1994?",Subcomandante Marcos,26/05/2025
Ciència,"De quin material, format per la mescla de diversos elements, es mesura la seua consistència amb el con d’Abrams, batejat en honor d’un investigador de la primera meitat del segle XX?",Formigó,26/05/2025
Miscelània,"Segons la tradició litúrgica cristiana, quines dues coses es llegien a cada costat de l’altar major, que ha passat a denominar el costat esquerre i dret d’una església?",Epístola i Evangeli,26/05/2025
Cine i música,"Quina cançó de 1987 està basada en la història d’Aurora, una prostituta i contrabandista que en 1985 va vetlar el cadàver de Juan Flores, assassinat per la policia de frontera i soterrat després a Ayamonte?",Maria la portuguesa,26/05/2025
Geografia,"Quin territori britànic d’ultramar rep el seu nom per la presència d’un cactus autòcton, amb una part superior escarlata que se sembla a un barret tipus fes?",Illes Turks i Caicos,26/05/2025
Esports,Digueu quatre equips de la NFL que tinguen en la seua denominació el nom d’un mamífer,"Miami Dolphins, Cincinnati Bengals, Jacksonville Jaguars, Denver Broncos, Chicago Bears, Detroit Lions, Carolina Panthers, Los Angeles Rams",26/05/2025
Geografia,"Quin nom va donar Nathaniel Palmer en 1820 a una illa situada en l’estret de Bransfield, per pensar que es tractava d’una illa normal i no un anell de terra que envolta una caldera volcànica inundada?",Illa Decepció,10/06/2025
Ciència,"En quin òrgan del cos humà es va especialitzar el metge alemany Friedrich Gustav Jakob Henle, que va donar el seu nom a una estructura en forma de nansa present en aquest òrgan?",Ronyó,10/06/2025
Història,"El nom de quina ciutat, la més poblada del seu estat sobirà, podria tindre el seu origen en el nom propi que compartien algunes persones importants en els seus primers anys d’història?",Johannesburg,10/06/2025
Ciència,Quin personatge creat per Jorge Luis Borges en 1944 podria patir d’una condició que en psiquiatria es coneix com a hipertimèsia?,Funes el memoriós,10/06/2025
Art i literatura,Ordeneu cronològicament aquestes distopies literàries,Un món feliç (1932) - La invenció de Morel (1940) - 1984 (1949) - Fahrenheit 451 (1953),10/06/2025
Cine i música,"Quina cançó, llançada per un grup britànic en 1995 i versionada per un grup català en 2009, podria estar inspirada en l’escultora Danae Stratou, actual dona del polític grec Yanis Varoufakis?",Common People,10/06/2025
Esports,En quin país fictici va ambientar Francisco Ibáñez els Jocs Olímpics de 1976 en un còmic de Mortadelo y Filemón?,Gatolandia,10/06/2025
Temes valencians,"Quina institució va tindre la seua seu, entre 1527 i principis del segle XIX, en un palau del carrer Navellos on hui està l’edifici de l’Agència de Prevenció i Lluita contra el Frau i la Corrupció de la Comunitat Valenciana?",Inquisició,17/06/2025
Cine i música,Classifiqueu aquestes cançons de The Beach Boy segons siguen reals o inventades,"Reals - Surf Jam, Surfers Rule, Surf's Up; Inventades - Surfin' All Day Long, Surfin' Around the Clock",17/06/2025
Cine i música,Relacioneu aquestes bandes de Death Metal amb el seu país d’origen,Atomic Aggressor - Xile; Beneath the Massacre - Canadà; Impaled Nazarene - Finlàndia; Postmortem - Alemanya,17/06/2025
Esports,"Amb quin terme futbolístic s’associa des de 1924 a l’argentí Cesáreo Onzari, tot i que tècnicament l’única persona en aconseguir-ho ha sigut Megan Rapinoe?",Gol olímpic,17/06/2025
Història,"Quins dos estats sobirans s’enfrontaren en l’anomenada «guerra del whisky», per la sobirania de l’Illa Hans, des de 1973 fins que es va resoldre pacíficament en 2022?",Canadà i Dinamarca,17/06/2025
Ciència,Quin gènere de plantes va ser denominat a partir del segle XVIII amb un nom que fa referència a la morfologia anormal o inusual de les seues fulles amb forats naturals?,Monstera,17/06/2025
Història,Qui va ser la persona que va rebre la condemna més llarga dels anomenats «diez de Carabanchel» en el Procés 1001 que va tindre lloc a finals de l’any 1973?,Marcelino Camacho,17/06/2025
Ciència,Quin astrònom serbi va donar nom a principis del segle XX als efectes que els canvis en els moviments de la Terra produeixen en el clima al llarg de milers d’anys?,Milankovich,24/06/2025
Esports,"De quina disciplina esportiva, que practicava Sylvester Stallone en una pel·lícula de 1987, és campió del món de 2024 l’hongarès Gabor Botta-Dukat?",Arm Wrestling,24/06/2025
Cine i música,Relacioneu les següents pel·lícules traduïdes al castellà com «El protector» amb el seu director,1-David Ayer; 2- Antoine Fuqua; 3-Gary Fleder; 4-Robert Lorenz ,24/06/2025
Història,"Quina regió, el nom de la qual significa literalment «l’Occident» va constituir entre 1249 i 1910 un regne nominal dins d’un altre regne creat un segle abans i que hui representa una república europea?",Algarve,24/06/2025
Geografia,"Quin riu, els afluents més importants del qual es denominen blanc i roig, va donar nom a una colònia que es va fundar l’1 de març de 1919?",Volta,24/06/2025
Ciència,"Quin és el model més conegut de l’empresa francesa Dassault, que s’utilitza amb finalitat militar en països com Nigèria, el Japó o l’estat espanyol?",Falcon,24/06/2025
Temes valencians,Ordeneu per població aquests municipis del País Valencià,Xest (9.022) - Xella (2.439) - Xelva (1.677) - Xert (686) - Xera (491),24/06/2025
Art i literatura,Classifiqueu aquests llibres segons siguen d'Arthur C. Clarke o Philip K. Dick,"Clarke - La fi de la infantesa, Les fonts del paradís; Dick - Temps de Mart, Ull en el cel",
